,DATASET,ID,PORO,PERM,GRAINSIZE,GRAINSIZE.1,EOD,EOD_NMT
834,37.0,,13.8,2.7,,,Dune and Dry Interdune Origin,NM
835,37.0,,13.1,3.5,,,Dune and Dry Interdune Origin,NM
836,37.0,,12.6,1.7,,,Dune and Dry Interdune Origin,NM
837,37.0,,13.1,2.5,,,Dune and Dry Interdune Origin,NM
838,37.0,,12.6,2.1,,,Dune and Dry Interdune Origin,NM
839,37.0,,12.3,1.7,,,Dune and Dry Interdune Origin,NM
840,37.0,,12.7,3.4,,,Dune and Dry Interdune Origin,NM
841,37.0,,12.9,3.7,,,Dune and Dry Interdune Origin,NM
842,37.0,,12.5,2.6,,,Dune and Dry Interdune Origin,NM
843,37.0,,14,4.3,,,Dune and Dry Interdune Origin,NM
844,37.0,,12.1,2.3,,,Dune and Dry Interdune Origin,NM
845,37.0,,13.7,2.5,,,Dune and Dry Interdune Origin,NM
846,37.0,,13.7,2.1,,,Dune and Dry Interdune Origin,NM
847,37.0,,13.3,7.8,,,Dune and Dry Interdune Origin,NM
848,37.0,,13,2.2,,,Dune and Dry Interdune Origin,NM
849,37.0,,14.9,5.3,,,Dune and Dry Interdune Origin,NM
850,37.0,,12.9,2.9,,,Dune and Dry Interdune Origin,NM
851,37.0,,13.5,3.2,,,Dune and Dry Interdune Origin,NM
852,37.0,,14.5,50,,,Dune and Dry Interdune Origin,NM
853,37.0,,13.7,12,,,Dune and Dry Interdune Origin,NM
854,37.0,,9.2,1,,,Dune and Dry Interdune Origin,NM
855,37.0,,6.8,0.24,,,Dune and Dry Interdune Origin,NM
856,37.0,,6.4,0.16,,,Non-Dune Origin,NM
857,37.0,,10.2,0.27,,,Dune and Dry Interdune Origin,NM
858,37.0,,9.9,0.19,,,Dune and Dry Interdune Origin,NM
859,37.0,,9.8,0.2,,,Dune and Dry Interdune Origin,NM
860,37.0,,7.3,0.07,,,Non-Dune Origin,NM
861,37.0,,7.1,0.1,,,Non-Dune Origin,NM
862,37.0,,7,0.14,,,Dune and Dry Interdune Origin,NM
863,37.0,,8.6,0.16,,,Non-Dune Origin,NM
864,37.0,,8,0.13,,,Non-Dune Origin,NM
865,37.0,,6,0.06,,,Non-Dune Origin,NM
866,37.0,,5.1,0.06,,,Non-Dune Origin,NM
867,37.0,,4.8,0.06,,,Non-Dune Origin,NM
868,37.0,,4.7,0.03,,,Non-Dune Origin,NM
869,37.0,,5.4,0.03,,,Non-Dune Origin,NM
870,37.0,,6,0.08,,,Non-Dune Origin,NM
871,37.0,,5.1,0.04,,,Non-Dune Origin,NM
872,37.0,,8.6,0.26,,,Dune and Dry Interdune Origin,NM
873,37.0,,7.7,0.17,,,Non-Dune Origin,NM
874,37.0,,9.2,0.42,,,Non-Dune Origin,NM
875,37.0,,9.1,0.12,,,Non-Dune Origin,NM
876,37.0,,11.6,10,,,Dune and Dry Interdune Origin,NM
877,37.0,,9.3,3.1,,,Dune and Dry Interdune Origin,NM
878,37.0,,11,0.15,,,Non-Dune Origin,NM
879,37.0,,11,0.24,,,Non-Dune Origin,NM
880,37.0,,11.6,6.6,,,Dune and Dry Interdune Origin,NM
881,37.0,,11,6.4,,,Dune and Dry Interdune Origin,NM
882,37.0,,8.8,1.2,,,Dune and Dry Interdune Origin,NM
883,37.0,,13.4,0.72,,,Dune and Dry Interdune Origin,NM
884,37.0,,14.7,2.8,,,Dune and Dry Interdune Origin,NM
885,37.0,,13,0.43,,,Dune and Dry Interdune Origin,NM
886,37.0,,15,2.3,,,Dune and Dry Interdune Origin,NM
887,37.0,,11.7,7,,,Dune and Dry Interdune Origin,NM
888,37.0,,10.9,0.72,,,Dune and Dry Interdune Origin,NM
889,37.0,,12.9,2.3,,,Dune and Dry Interdune Origin,NM
890,37.0,,11.6,1.1,,,Dune and Dry Interdune Origin,NM
891,37.0,,5.1,0.04,,,Non-Dune Origin,NM
892,37.0,,10.8,0.86,,,Non-Dune Origin,NM
893,37.0,,11,1.3,,,Dune and Dry Interdune Origin,NM
894,37.0,,10.7,0.08,,,Non-Dune Origin,NM
895,37.0,,12.9,0.08,,,Non-Dune Origin,NM
896,37.0,,12.7,1.1,,,Dune and Dry Interdune Origin,NM
897,37.0,,13.4,0.5,,,Dune and Dry Interdune Origin,NM
898,37.0,,14.2,2.8,,,Dune and Dry Interdune Origin,NM
899,37.0,,12.7,1.8,,,Dune and Dry Interdune Origin,NM
900,37.0,,13.1,3.6,,,Dune and Dry Interdune Origin,NM
901,37.0,,14,6.7,,,Dune and Dry Interdune Origin,NM
902,37.0,,12.9,2.4,,,Dune and Dry Interdune Origin,NM
903,37.0,,15.1,8.7,,,Dune and Dry Interdune Origin,NM
904,37.0,,15.2,18,,,Dune and Dry Interdune Origin,NM
905,37.0,,7.6,11,,,Dune and Dry Interdune Origin,NM
906,37.0,,7.3,0.26,,,Non-Dune Origin,NM
907,37.0,,8,0.05,,,Non-Dune Origin,NM
908,37.0,,10.8,0.08,,,Non-Dune Origin,NM
909,37.0,,10.9,0.12,,,Non-Dune Origin,NM
910,37.0,,10,0.1,,,Non-Dune Origin,NM
911,37.0,,10.3,0.09,,,Non-Dune Origin,NM
912,37.0,,11.5,0.21,,,Non-Dune Origin,NM
913,37.0,,10.3,0.13,,,Non-Dune Origin,NM
914,37.0,,11.1,0.19,,,Non-Dune Origin,NM
915,37.0,,9.6,0.51,,,Dune and Dry Interdune Origin,NM
916,37.0,,9.1,0.1,,,Non-Dune Origin,NM
917,37.0,,9.6,0.08,,,Non-Dune Origin,NM
918,37.0,,9,0.09,,,Non-Dune Origin,NM
919,37.0,,8.9,0.13,,,Non-Dune Origin,NM
920,37.0,,9.2,0.18,,,Non-Dune Origin,NM
921,37.0,,10.2,0.46,,,Non-Dune Origin,NM
922,37.0,,9.5,0.52,,,Non-Dune Origin,NM
923,37.0,,9.8,0.12,,,Non-Dune Origin,NM
924,37.0,,9.3,1,,,Non-Dune Origin,NM
925,37.0,,3.6,0.05,,,Non-Dune Origin,NM
926,37.0,,4.4,0.07,,,Non-Dune Origin,NM
927,37.0,,6.7,0.05,,,Non-Dune Origin,NM
928,37.0,,14.5,0.32,,,Non-Dune Origin,NM
929,37.0,,10.4,0.18,,,Non-Dune Origin,NM
930,37.0,,11.6,0.1,,,Non-Dune Origin,NM
931,37.0,,12.8,0.22,,,Non-Dune Origin,NM
932,37.0,,14.6,1,,,Non-Dune Origin,NM
933,37.0,,14.7,0.68,,,Non-Dune Origin,NM
934,37.0,,13.2,0.84,,,Non-Dune Origin,NM
935,37.0,,8.9,0.12,,,Non-Dune Origin,NM
936,37.0,,7.7,0.08,,,Non-Dune Origin,NM
937,37.0,,13.1,1.6,,,Non-Dune Origin,NM
938,37.0,,12.3,2.5,,,Dune and Dry Interdune Origin,NM
939,37.0,,13.7,1.4,,,Dune and Dry Interdune Origin,NM
940,37.0,,8.2,0.13,,,Non-Dune Origin,NM
941,37.0,,11,0.78,,,Dune and Dry Interdune Origin,NM
942,37.0,,7.5,0.14,,,Non-Dune Origin,NM
943,37.0,,4.6,0.08,,,Non-Dune Origin,NM
944,37.0,,6.5,0.08,,,Non-Dune Origin,NM
945,37.0,,10.3,0.21,,,Non-Dune Origin,NM
946,37.0,,11.4,0.36,,,Non-Dune Origin,NM
947,37.0,,11.3,0.15,,,Non-Dune Origin,NM
948,37.0,,6.1,0.21,,,Non-Dune Origin,NM
949,37.0,,9.6,0.02,,,Non-Dune Origin,NM
950,37.0,,9.2,0.12,,,Non-Dune Origin,NM
951,37.0,,2.8,0.06,,,Non-Dune Origin,NM
952,37.0,,3.8,0.02,,,Non-Dune Origin,NM
953,37.0,,4.9,0.02,,,Non-Dune Origin,NM
954,37.0,,4.6,0.02,,,Non-Dune Origin,NM
955,37.0,,4.1,0.02,,,Non-Dune Origin,NM
956,37.0,,8.1,0.08,,,Non-Dune Origin,NM
957,37.0,,7,0.06,,,Non-Dune Origin,NM
958,37.0,,6.1,0.04,,,Non-Dune Origin,NM
959,37.0,,6.6,0.07,,,Non-Dune Origin,NM
960,37.0,,6.3,0.05,,,Non-Dune Origin,NM
961,37.0,,9.2,0.11,,,Non-Dune Origin,NM
962,37.0,,12,0.81,,,Non-Dune Origin,NM
963,37.0,,14,1.8,,,Non-Dune Origin,NM
964,37.0,,13.1,8.8,,,Dune and Dry Interdune Origin,NM
965,37.0,,10.1,0.21,,,Non-Dune Origin,NM
966,37.0,,6.2,0.07,,,Non-Dune Origin,NM
967,37.0,,5.2,0.03,,,Non-Dune Origin,NM
968,37.0,,4.5,0.01,,,Non-Dune Origin,NM
969,37.0,,6.9,0.04,,,Non-Dune Origin,NM
970,37.0,,6.1,0.04,,,Non-Dune Origin,NM
971,37.0,,4.5,0.03,,,Non-Dune Origin,NM
972,37.0,,3.5,0.02,,,Non-Dune Origin,NM
973,37.0,,5.7,0.02,,,Non-Dune Origin,NM
974,37.0,,6.1,0.02,,,Non-Dune Origin,NM
975,37.0,,3.2,0.01,,,Non-Dune Origin,NM
976,37.0,,8.3,0.04,,,Non-Dune Origin,NM
977,37.0,,6,0.02,,,Non-Dune Origin,NM
978,37.0,,6.9,0.03,,,Non-Dune Origin,NM
979,37.0,,6.2,0.04,,,Non-Dune Origin,NM
980,37.0,,7.2,0.04,,,Non-Dune Origin,NM
981,37.0,,8.7,0.05,,,Non-Dune Origin,NM
982,37.0,,9.1,0.07,,,Non-Dune Origin,NM
983,37.0,,8.7,0.24,,,Dune and Dry Interdune Origin,NM
984,37.0,,7.8,0.13,,,Dune and Dry Interdune Origin,NM
985,37.0,,6.7,0.17,,,Dune and Dry Interdune Origin,NM
986,37.0,,11.8,112,,,Dune and Dry Interdune Origin,NM
987,37.0,,5.6,0.17,,,Dune and Dry Interdune Origin,NM
988,37.0,,6,0.34,,,Dune and Dry Interdune Origin,NM
989,37.0,,7.2,0.14,,,Dune and Dry Interdune Origin,NM
990,37.0,,5.8,0.12,,,Dune and Dry Interdune Origin,NM
991,37.0,,11.9,13,,,Dune and Dry Interdune Origin,NM
992,37.0,,11.7,4.2,,,Dune and Dry Interdune Origin,NM
993,37.0,,5.1,0.05,,,Non-Dune Origin,NM
994,37.0,,4.7,0.05,,,Non-Dune Origin,NM
995,37.0,,5.5,0.07,,,Non-Dune Origin,NM
996,37.0,,6.1,0.07,,,Dune and Dry Interdune Origin,NM
997,37.0,,6.6,0.17,,,Dune and Dry Interdune Origin,NM
998,37.0,,7.9,0.17,,,Dune and Dry Interdune Origin,NM
999,37.0,,5,0.06,,,Non-Dune Origin,NM
1000,37.0,,5.5,0.07,,,Dune and Dry Interdune Origin,NM
1001,37.0,,9.4,1.8,,,Dune and Dry Interdune Origin,NM
1002,37.0,,7,0.3,,,Dune and Dry Interdune Origin,NM
1003,37.0,,6.1,0.16,,,Dune and Dry Interdune Origin,NM
1004,37.0,,3.7,0.05,,,Non-Dune Origin,NM
1005,37.0,,7.3,0.31,,,Dune and Dry Interdune Origin,NM
1006,37.0,,4.6,0.05,,,Non-Dune Origin,NM
1007,37.0,,9.5,0.28,,,Dune and Dry Interdune Origin,NM
1008,37.0,,9.9,0.2,,,Dune and Dry Interdune Origin,NM
1009,37.0,,9.1,0.18,,,Dune and Dry Interdune Origin,NM
1010,37.0,,10.7,0.77,,,Dune and Dry Interdune Origin,NM
1011,37.0,,8.4,0.75,,,Dune and Dry Interdune Origin,NM
1012,37.0,,10.1,0.49,,,Dune and Dry Interdune Origin,NM
1013,37.0,,8.7,1.6,,,Dune and Dry Interdune Origin,NM
1014,37.0,,4.7,0.08,,,Dune and Dry Interdune Origin,NM
1015,37.0,,5.5,0.05,,,Dune and Dry Interdune Origin,NM
1016,37.0,,6.2,0.05,,,Dune and Dry Interdune Origin,NM
1017,37.0,,2.6,0.03,,,Non-Dune Origin,NM
1018,37.0,,7.2,0.09,,,Dune and Dry Interdune Origin,NM
1019,37.0,,9.9,0.14,,,Dune and Dry Interdune Origin,NM
1020,37.0,,11.3,0.77,,,Dune and Dry Interdune Origin,NM
1021,37.0,,10.4,0.53,,,Dune and Dry Interdune Origin,NM
1022,37.0,,11.7,0.55,,,Dune and Dry Interdune Origin,NM
1023,37.0,,10.4,0.33,,,Dune and Dry Interdune Origin,NM
1024,37.0,,10.5,0.54,,,Dune and Dry Interdune Origin,NM
1025,37.0,,9.5,0.21,,,Dune and Dry Interdune Origin,NM
1026,37.0,,9.6,0.46,,,Dune and Dry Interdune Origin,NM
1027,37.0,,8.9,0.19,,,Dune and Dry Interdune Origin,NM
1028,37.0,,8.6,0.09,,,Dune and Dry Interdune Origin,NM
1029,37.0,,11.6,6.8,,,Dune and Dry Interdune Origin,NM
1030,37.0,,7.6,0.45,,,Dune and Dry Interdune Origin,NM
1031,37.0,,9.3,14,,,Dune and Dry Interdune Origin,NM
1032,37.0,,3.3,0.03,,,Non-Dune Origin,NM
1033,37.0,,5.4,0.04,,,Non-Dune Origin,NM
1034,37.0,,4.1,0.03,,,Non-Dune Origin,NM
1035,37.0,,8.2,0.15,,,Dune and Dry Interdune Origin,NM
1036,37.0,,5.2,0.1,,,Dune and Dry Interdune Origin,NM
1037,37.0,,7.7,0.1,,,Dune and Dry Interdune Origin,NM
1038,37.0,,7.9,0.09,,,Dune and Dry Interdune Origin,NM
1039,37.0,,6.8,0.14,,,Dune and Dry Interdune Origin,NM
1040,37.0,,10.7,0.89,,,Dune and Dry Interdune Origin,NM
1041,37.0,,14.7,16,,,Dune and Dry Interdune Origin,NM
1042,37.0,,13.8,4,,,Dune and Dry Interdune Origin,NM
1043,37.0,,14,7,,,Dune and Dry Interdune Origin,NM
1044,37.0,,14.4,17,,,Dune and Dry Interdune Origin,NM
1045,37.0,,6.6,0.05,,,Dune and Dry Interdune Origin,NM
1046,37.0,,6.9,0.3,,,Dune and Dry Interdune Origin,NM
1047,37.0,,7,0.69,,,Dune and Dry Interdune Origin,NM
1048,37.0,,13.7,0.54,,,Dune and Dry Interdune Origin,NM
1049,37.0,,9.3,0.09,,,Non-Dune Origin,NM
1050,37.0,,6.3,0.04,,,Non-Dune Origin,NM
1051,37.0,,6.3,0.05,,,Non-Dune Origin,NM
1052,37.0,,3.9,0.02,,,Non-Dune Origin,NM
1053,37.0,,4.7,0.05,,,Non-Dune Origin,NM
1054,37.0,,7.3,0.06,,,Non-Dune Origin,NM
1055,37.0,,7.3,0.06,,,Non-Dune Origin,NM
1056,37.0,,6.4,0.07,,,Non-Dune Origin,NM
1057,37.0,,5.8,0.04,,,Non-Dune Origin,NM
1058,37.0,,5.8,0.04,,,Non-Dune Origin,NM
1059,37.0,,4.5,0.03,,,Non-Dune Origin,NM
1060,37.0,,5.7,0.04,,,Dune and Dry Interdune Origin,NM
1061,37.0,,6.8,0.13,,,Dune and Dry Interdune Origin,NM
1062,37.0,,10.9,33,,,Dune and Dry Interdune Origin,NM
1063,37.0,,12.1,20,,,Dune and Dry Interdune Origin,NM
1064,37.0,,14.1,7.5,,,Dune and Dry Interdune Origin,NM
1065,37.0,,13.9,12,,,Dune and Dry Interdune Origin,NM
1066,37.0,,15.4,12,,,Dune and Dry Interdune Origin,NM
1067,37.0,,14,15,,,Dune and Dry Interdune Origin,NM
1068,37.0,,12.1,11,,,Dune and Dry Interdune Origin,NM
1069,37.0,,9.4,17,,,Dune and Dry Interdune Origin,NM
1070,37.0,,8.4,1.3,,,Dune and Dry Interdune Origin,NM
1071,37.0,,9.5,0.59,,,Dune and Dry Interdune Origin,NM
1072,37.0,,6.4,1,,,Dune and Dry Interdune Origin,NM
1073,37.0,,11.3,0.65,,,Dune and Dry Interdune Origin,NM
1074,37.0,,7,0.08,,,Dune and Dry Interdune Origin,NM
1075,37.0,,10.4,2.3,,,Dune and Dry Interdune Origin,NM
1076,37.0,,12.7,5,,,Dune and Dry Interdune Origin,NM
1077,37.0,,16.1,51,,,Dune and Dry Interdune Origin,NM
1078,37.0,,13.7,20,,,Dune and Dry Interdune Origin,NM
1079,37.0,,13.1,27,,,Dune and Dry Interdune Origin,NM
1080,37.0,,6.5,0.31,,,Dune and Dry Interdune Origin,NM
1081,37.0,,10.6,4.2,,,Dune and Dry Interdune Origin,NM
1082,37.0,,4.2,0.06,,,Dune and Dry Interdune Origin,NM
1083,37.0,,9.9,0.45,,,Dune and Dry Interdune Origin,NM
1084,37.0,,8.4,2.8,,,Dune and Dry Interdune Origin,NM
1085,37.0,,10.1,0.95,,,Dune and Dry Interdune Origin,NM
1086,37.0,,10.8,0.58,,,Dune and Dry Interdune Origin,NM
1087,37.0,,10.7,0.94,,,Dune and Dry Interdune Origin,NM
1088,37.0,,9.3,2.2,,,Dune and Dry Interdune Origin,NM
1089,37.0,,9.8,1.5,,,Dune and Dry Interdune Origin,NM
1090,37.0,,7.8,0.21,,,Dune and Dry Interdune Origin,NM
1091,37.0,,11.7,8.7,,,Dune and Dry Interdune Origin,NM
1092,37.0,,8.3,3.9,,,Dune and Dry Interdune Origin,NM
1093,37.0,,6.8,0.72,,,Dune and Dry Interdune Origin,NM
1094,37.0,,4.7,0.05,,,Dune and Dry Interdune Origin,NM
1095,37.0,,5.4,0.07,,,Dune and Dry Interdune Origin,NM
1096,37.0,,8.8,0.13,,,Dune and Dry Interdune Origin,NM
1097,37.0,,11.1,1.9,,,Dune and Dry Interdune Origin,NM
1098,37.0,,12.7,15,,,Dune and Dry Interdune Origin,NM
1099,37.0,,10.3,4.2,,,Dune and Dry Interdune Origin,NM
1100,37.0,,9.6,1.4,,,Dune and Dry Interdune Origin,NM
1101,37.0,,9.5,1.7,,,Dune and Dry Interdune Origin,NM
1102,37.0,,4.1,0.05,,,Dune and Dry Interdune Origin,NM
1103,37.0,,10.2,1.4,,,Dune and Dry Interdune Origin,NM
1104,37.0,,10.7,0.86,,,Dune and Dry Interdune Origin,NM
1105,37.0,,8.1,0.44,,,Dune and Dry Interdune Origin,NM
1106,37.0,,6.9,0.05,,,Dune and Dry Interdune Origin,NM
1107,37.0,,6.4,0.06,,,Dune and Dry Interdune Origin,NM
1108,37.0,,6.7,0.09,,,Dune and Dry Interdune Origin,NM
1109,37.0,,6.9,0.14,,,Dune and Dry Interdune Origin,NM
1110,37.0,,5.8,0.07,,,Dune and Dry Interdune Origin,NM
1111,37.0,,7.4,0.11,,,Dune and Dry Interdune Origin,NM
1112,37.0,,8.5,0.07,,,Dune and Dry Interdune Origin,NM
1113,37.0,,7.5,0.05,,,Dune and Dry Interdune Origin,NM
1114,37.0,,6,0.08,,,Dune and Dry Interdune Origin,NM
1115,37.0,,7.7,0.07,,,Dune and Dry Interdune Origin,NM
1116,37.0,,11,3.8,,,Dune and Dry Interdune Origin,NM
1117,37.0,,15.8,11,,,Dune and Dry Interdune Origin,NM
1118,37.0,,17.6,10,,,Dune and Dry Interdune Origin,NM
1119,37.0,,18.5,17,,,Dune and Dry Interdune Origin,NM
1120,37.0,,18.5,15,,,Dune and Dry Interdune Origin,NM
1121,37.0,,15.6,11,,,Dune and Dry Interdune Origin,NM
1122,37.0,,18.1,18,,,Dune and Dry Interdune Origin,NM
1123,37.0,,18.2,23,,,Dune and Dry Interdune Origin,NM
1124,37.0,,17.8,20,,,Dune and Dry Interdune Origin,NM
1125,37.0,,17.3,45,,,Dune and Dry Interdune Origin,NM
1126,37.0,,16.4,20,,,Dune and Dry Interdune Origin,NM
1127,37.0,,18.4,296,,,Dune and Dry Interdune Origin,NM
1128,37.0,,17.9,206,,,Dune and Dry Interdune Origin,NM
1129,37.0,,19,549,,,Dune and Dry Interdune Origin,NM
1130,37.0,,16.7,232,,,Dune and Dry Interdune Origin,NM
1131,37.0,,18.1,269,,,Dune and Dry Interdune Origin,NM
1132,37.0,,6.9,0.27,,,Dune and Dry Interdune Origin,NM
1133,37.0,,8.8,0.97,,,Dune and Dry Interdune Origin,NM
1134,37.0,,16.1,7,,,Dune and Dry Interdune Origin,NM
1135,37.0,,17.6,9,,,Dune and Dry Interdune Origin,NM
1136,37.0,,16.7,16,,,Dune and Dry Interdune Origin,NM
1137,37.0,,17.1,25,,,Dune and Dry Interdune Origin,NM
1138,37.0,,19.5,23,,,Dune and Dry Interdune Origin,NM
1139,37.0,,19.3,288,,,Dune and Dry Interdune Origin,NM
1140,37.0,,15.9,58,,,Dune and Dry Interdune Origin,NM
1141,37.0,,11.2,8,,,Dune and Dry Interdune Origin,NM
1142,37.0,,16.5,15,,,Dune and Dry Interdune Origin,NM
1143,37.0,,16.2,13,,,Dune and Dry Interdune Origin,NM
1144,37.0,,16.2,21,,,Dune and Dry Interdune Origin,NM
1145,37.0,,15.8,26,,,Dune and Dry Interdune Origin,NM
1146,37.0,,15.9,30,,,Dune and Dry Interdune Origin,NM
1147,37.0,,15.7,196,,,Dune and Dry Interdune Origin,NM
1148,37.0,,14.8,204,,,Dune and Dry Interdune Origin,NM
1149,37.0,,15.2,810,,,Dune and Dry Interdune Origin,NM
1150,37.0,,15.3,402,,,Dune and Dry Interdune Origin,NM
1151,37.0,,8.3,0.67,,,Dune and Dry Interdune Origin,NM
1152,37.0,,8.6,0.13,,,Dune and Dry Interdune Origin,NM
1153,37.0,,10.8,1.7,,,Dune and Dry Interdune Origin,NM
1154,37.0,,10.2,0.18,,,Dune and Dry Interdune Origin,NM
1155,37.0,,11,0.71,,,Dune and Dry Interdune Origin,NM
1156,37.0,,8.7,0.87,,,Dune and Dry Interdune Origin,NM
1157,37.0,,10.3,0.82,,,Dune and Dry Interdune Origin,NM
1158,37.0,,10.6,0.79,,,Dune and Dry Interdune Origin,NM
1159,37.0,,12.5,1.1,,,Dune and Dry Interdune Origin,NM
1160,37.0,,12.6,1.2,,,Dune and Dry Interdune Origin,NM
1161,37.0,,12.7,0.92,,,Dune and Dry Interdune Origin,NM
1162,37.0,,7.5,0.05,,,Dune and Dry Interdune Origin,NM
1163,37.0,,8.7,0.3,,,Dune and Dry Interdune Origin,NM
1164,37.0,,10.4,0.46,,,Dune and Dry Interdune Origin,NM
1165,37.0,,11,1.3,,,Dune and Dry Interdune Origin,NM
1166,37.0,,7,1.1,,,Dune and Dry Interdune Origin,NM
1167,37.0,,9.9,0.08,,,Dune and Dry Interdune Origin,NM
1168,37.0,,8.7,0.06,,,Dune and Dry Interdune Origin,NM
1169,37.0,,9.5,0.12,,,Dune and Dry Interdune Origin,NM
1170,37.0,,14.6,2.5,,,Dune and Dry Interdune Origin,NM
1171,37.0,,15.1,1.9,,,Dune and Dry Interdune Origin,NM
1172,37.0,,15.2,2.8,,,Dune and Dry Interdune Origin,NM
1173,37.0,,9.2,0.09,,,Dune and Dry Interdune Origin,NM
1174,37.0,,9.1,0.11,,,Dune and Dry Interdune Origin,NM
1175,37.0,,12.7,0.24,,,Dune and Dry Interdune Origin,NM
1176,37.0,,13.9,0.45,,,Dune and Dry Interdune Origin,NM
1177,37.0,,12.9,0.43,,,Dune and Dry Interdune Origin,NM
1178,37.0,,10,0.15,,,Dune and Dry Interdune Origin,NM
1179,37.0,,14.6,0.97,,,Dune and Dry Interdune Origin,NM
1180,37.0,,8.9,0.12,,,Dune and Dry Interdune Origin,NM
1181,37.0,,5.7,0.03,,,Dune and Dry Interdune Origin,NM
1182,37.0,,9.9,0.13,,,Dune and Dry Interdune Origin,NM
1183,37.0,,9,0.17,,,Dune and Dry Interdune Origin,NM
1184,37.0,,7.3,0.1,,,Dune and Dry Interdune Origin,NM
1185,37.0,,10.5,0.25,,,Dune and Dry Interdune Origin,NM
1186,37.0,,10.7,0.14,,,Dune and Dry Interdune Origin,NM
1187,37.0,,10.8,0.35,,,Dune and Dry Interdune Origin,NM
1188,37.0,,11.9,0.47,,,Dune and Dry Interdune Origin,NM
1189,37.0,,10.9,1.4,,,Dune and Dry Interdune Origin,NM
1190,37.0,,8.6,0.08,,,Dune and Dry Interdune Origin,NM
1191,37.0,,6.8,0.04,,,Dune and Dry Interdune Origin,NM
1192,37.0,,7.3,0.03,,,Dune and Dry Interdune Origin,NM
1193,37.0,,8.5,0.07,,,Dune and Dry Interdune Origin,NM
1194,37.0,,8.9,0.08,,,Dune and Dry Interdune Origin,NM
1195,37.0,,8.2,0.1,,,Dune and Dry Interdune Origin,NM
1196,37.0,,8.3,0.08,,,Dune and Dry Interdune Origin,NM
1197,37.0,,6.8,0.05,,,Dune and Dry Interdune Origin,NM
1198,37.0,,5.1,0.03,,,Dune and Dry Interdune Origin,NM
1199,37.0,,6.3,0.02,,,Dune and Dry Interdune Origin,NM
1200,37.0,,6,0.02,,,Dune and Dry Interdune Origin,NM
1201,37.0,,6.8,0.03,,,Dune and Dry Interdune Origin,NM
1202,37.0,,6.2,0.03,,,Dune and Dry Interdune Origin,NM
1203,37.0,,8.5,0.04,,,Dune and Dry Interdune Origin,NM
1204,37.0,,7.9,0.04,,,Dune and Dry Interdune Origin,NM
1205,37.0,,6.6,0.03,,,Dune and Dry Interdune Origin,NM
1206,37.0,,8.7,0.04,,,Dune and Dry Interdune Origin,NM
1207,37.0,,7.9,0.03,,,Dune and Dry Interdune Origin,NM
1208,37.0,,7.6,0.04,,,Dune and Dry Interdune Origin,NM
1209,37.0,,6,0.02,,,Dune and Dry Interdune Origin,NM
1210,37.0,,4.7,0.01,,,Non-Dune Origin,NM
1211,37.0,,5.1,0.01,,,Non-Dune Origin,NM
1212,37.0,,5,0.01,,,Non-Dune Origin,NM
1213,37.0,,6.2,0.13,,,Dune and Dry Interdune Origin,NM
1214,37.0,,6.2,0.02,,,Dune and Dry Interdune Origin,NM
1215,37.0,,8.4,0.06,,,Dune and Dry Interdune Origin,NM
1216,37.0,,7.4,0.03,,,Dune and Dry Interdune Origin,NM
1217,37.0,,6.6,0.04,,,Dune and Dry Interdune Origin,NM
1218,37.0,,6.2,0.03,,,Dune and Dry Interdune Origin,NM
1219,37.0,,6.9,0.03,,,Dune and Dry Interdune Origin,NM
1220,37.0,,6.1,0.03,,,Dune and Dry Interdune Origin,NM
1221,37.0,,6.6,0.02,,,Dune and Dry Interdune Origin,NM
1222,37.0,,6.2,0.02,,,Dune and Dry Interdune Origin,NM
1223,37.0,,6.7,0.03,,,Dune and Dry Interdune Origin,NM
1224,37.0,,6.5,0.03,,,Dune and Dry Interdune Origin,NM
1225,37.0,,5.4,0.02,,,Dune and Dry Interdune Origin,NM
1226,37.0,,4.5,0.01,,,Non-Dune Origin,NM
1227,37.0,,5,0.01,,,Non-Dune Origin,NM
1228,37.0,,5.4,0.02,,,Non-Dune Origin,NM
1229,37.0,,5.4,0.01,,,Non-Dune Origin,NM
1230,37.0,,6,0.02,,,Dune and Dry Interdune Origin,NM
1231,37.0,,5,0.01,,,Non-Dune Origin,NM
1232,37.0,,4.7,0.02,,,Dune and Dry Interdune Origin,NM
1233,37.0,,5.6,0.04,,,Dune and Dry Interdune Origin,NM
1234,37.0,,4.3,0.01,,,Non-Dune Origin,NM
1235,37.0,,5.4,0.04,,,Dune and Dry Interdune Origin,NM
1236,37.0,,4.2,0.02,,,Non-Dune Origin,NM
1237,37.0,,5.2,0.02,,,Non-Dune Origin,NM
1238,37.0,,7.9,0.08,,,Dune and Dry Interdune Origin,NM
1239,37.0,,6.9,0.04,,,Dune and Dry Interdune Origin,NM
1240,37.0,,8.7,0.05,,,Dune and Dry Interdune Origin,NM
1241,37.0,,7.6,0.03,,,Dune and Dry Interdune Origin,NM
1242,37.0,,8.4,0.05,,,Dune and Dry Interdune Origin,NM
1243,37.0,,8.9,0.06,,,Dune and Dry Interdune Origin,NM
1244,37.0,,9.6,0.08,,,Dune and Dry Interdune Origin,NM
1245,37.0,,9.2,0.05,,,Dune and Dry Interdune Origin,NM
1246,37.0,,9.9,0.05,,,Dune and Dry Interdune Origin,NM
1247,37.0,,9.9,0.05,,,Dune and Dry Interdune Origin,NM
1248,37.0,,8.1,0.04,,,Dune and Dry Interdune Origin,NM
